text,label
今の牡羊座のすごいところってちゃんと冷静に自分のことを客観的に見て、周りの様子もちゃんと見ていることなのです。今週って「とにかく頑張って成果を出す」など、そういう時間も大切なんですけど、あなたが友人でも知人でも「この人は頭がいいな」と思う人に会ってみるのがおすすめです。今のあなたは、そういう人との会話の中で「あ、腑に落ちた」「私がやっていきたいことってこういうことだったんだ」などと、話がよく整理されて、色々なアイデアを思いついたりします。それと、今週はいわゆる周りの動き、〇〇さんがこういう動きをしたとか、そういうことにあんまり惑わされないで大丈夫です。ちゃんと自分のペースでできているから。恋愛面は友達以上恋人未満の関係ができやすかったりします。「あ、なんかまた話したいかも」と思ったらぜひ次に会う約束もしてみてください。,aries
今週、もうひとつあなたにやってほしいことがあります。たとえば、自分が今有名なアーティストであるとイメージして、インタビュワーから「○○さんの好きなケーキはなんですか？」と聞かれたとして、答えてみる。この質問には普通に答えないでほしいのです。アーティストとして答えてほしいのです。「私はね、イチゴのショートケーキ。イチゴのショートケーキをどうやって食べるかって？　イチゴから食べちゃう。イチゴの赤は、私にとってこの6月の夕日のよう。夏がくる直前の夕日ってすごい赤が鮮やかなのよ。それと一緒」とか、そういう超面倒くさい形で答えてほしいのです。超面倒くさいと思われるものに、どれだけこだわれるか。それがあなたのクリエイティビティだから。今週のあなたは恋愛面においてもこだわりに対して厳しくなります。そして、あなたが会う人も、あなた以上にこだわりがある人が多い。自分のこだわりに対してちゃんと説明できる感じのものを持って、話せるようにしといてくださいね。,aries
今のあなたに必要なことをいうと、できれば紙の雑誌、これは普段自分が読んでいるものでもいいのですが、「この夏いきたい○○」など旅行雑誌を気持ちの良いカフェで読んでみてほしいのです。牡牛座って、ほかの人と比べて5感の感覚が鋭くて、そしてやっぱり神経質です。ですから、「バタバタが続く」というようなストレスを与えられ続けると、周りの世界をすべて遮断したくなってきます。そこで耐えて頑張るのは逆効果だから、旅行雑誌などを見て「あー、今の時期、北の方は涼しそうだなぁ」とか、「あの服を着て、このきれいな海岸を歩いてみたいな」とか、そういう空想をしてほしいのです。「今の自分がいる場所と、違うところに自分の空想を持っていく」のが、バタバタ解消法になります。恋愛面では「ねぇ、これ面白くない？」とか、そういう話に乗っかっていく機会が多いので、あまり集中しすぎないで余裕を持てたら持ってみて。,taurus
今週のあなたは気づけばかなり自分なりに動いています。自分で調べ、自分でやってみて、自分で会いたい人に会っていく。すごく静かな形なんだけど、どこかもう色々なことに対して吹っ切れて、あと、あなた自身も殻を破ってきています。自分と周囲との間に「薄い透明な壁がある」みたいな感覚、つまり、ちょっとだけ孤独を感じていても大丈夫です。今ってもう、誰かの機嫌とか顔色とかに左右されるフェイズじゃないから。あともうひとつ、体力的にちょっとキツくなっていく時期だからこそ、「今の自分が1/100ぐらいクールダウンできるとしたら何をしよう」と自分に問いかけてみて、その活動を実践してみてください。「飲み物を買いに行こう」とか。恋愛面は声のボリュームが大きい人よりも、淡々と自分の考えを話す人と会って、ちょっと落ち着きたい気持ちが強いです。,gemini
もうひとつ、今週はあなたにとって「待つことをやめてみる」というのがすごく大きな動きに結びついていきます。結論から言うと、今週は「動かせられるところから動かしてみて」ほしいのです。「前から〇〇さんに会いたかったけど、6月になってちょっと落ち着いたかなぁ。誘うのは迷惑かなぁ」と思った案件については、もう誘っちゃう。動かない展開に対しては放っておいて、動きそう、またはすでに動いている案件に対して手をつけていってしまう。だから、仕事面でうまく動きがない人は、夏に備えて浮輪と水着を買いに行っちゃうとか、そういうのでも全然OKです。恋愛面でもそうなのですが、この時期会う人は結構縁がある人なので、なるべく「威勢が良くて、目がきれいな人」を選んでいってください。,cancer
今のあなたにとって大事なキーワードって「みんなで行く」です。ひとりで黙々と頑張る時間も大切なんだけど、「いやぁ、参りましたよ。こういうことがあって」とか、そういう愚痴でもなんでもいいので、話せる時間、そして、繋がっていく時間を持つことが大切になります。今、区切りの時期でもあるから、あんまりガツガツと頑張ったりしないで、胃に優しいものを食べたり、温泉みたいなところに行ってみたり、そうやって静かに自分を清める感覚を持って切り替えていくのがおすすめです。恋愛面でも「今ちょっと自分を清めている時期だから、あまり他人の悪口は言わない」とか、そういうこともしてみると色々な運が上がっていきます。,leo
今のあなたって、以前と比べてもちょっと「怖いものがそんなにない」という感じになっていることが多いのです。今までだったら「これを言ったら怒られるかな」とか、そうやって様子を見ていたようなものに対して「いや、もう言っちゃえ。言い返されたところで、冷静にこちらの言いたいことを伝えていこう」という気持ちなっているから。今週から来週にかけて、今後の方向性をいろいろ決めていってしまってもいいと思います。ただ、今のあなたは恋愛面でも「激しく動き回るというよりは、少し神経的な疲れを取る時期」だからこそ、鼻歌を歌いながら、きれいな景色があるところを散歩してみてください。水族館とかそういうところもおすすめです。,virgo
今週ですね、ちょっとだけ人間関係をうっとうしいと感じてしまうかもしれないのですが、一応「話し合うつもりがありますからね」という態度は持っておいてください。遮断したり、ひとりの時間を持つことも大切だけど、「よし、もう向き合っちゃうぞ」と決めちゃえば、結構スムーズにいきます。あと、もし良かったら気分転換という形になるのですが、「私の知らない空に会いに行く」と決めて出かけてみるのもいいです。ずいぶんと詩的な言い方をしたのですが、別に3駅先にある場所で空を見てもいいです。職場と家と、知っている場所に行くのではなくて、ちょっとだけ空気の入れ替えをしたいです。恋愛面ではエスニック料理や多国籍料理など、そういうカラフルな雰囲気のあるところに行くと癒されますよ。,libra
人と向き合うって、すごく面倒くさいことでもあります。特に、自分が忙しいときって「それぐらい自分で考えてやってよ」と思ってしまうこともあります。でもどこかで、あなたが高校三年生で、卒業式を先に控えていると思ってみてほしいのです。人同士って、対等な立場に立とうとすると逆に「何であんたにそんなこと言われなきゃいけないわけ？」とか、「やる気あんの？」とか、つい殺気立ってしまうことがあります。でも、卒業間近の自分をイメージすると「この学校の良いところを引き継いでいってね」とか、ちょっと優しくなれるのです。恋愛面でも「何か、いろいろあったね」とちょっと物思いにふけりながら喋ったりするといいですよ。,scorpio
今ですね、基本的にすべての場面において「慌てず、騒がず」という気持ちを持っていてください。あなたは頭がいい人です。ですから、自分の目の前に起こる出来事に対して「ではこういう答えになるんだ」とか、早急に結論を出しやすい時期なのです。今ですね、あなたというよりは、あなたの周りにいる人たちがもがかなきゃいけないときなのです。自分なりの答えをひとつひとつ確認していっているようなとき。だからこそ、予定がいきなりキャンセルになったり、期待通りの結果が残されなかったりして「何だよ」と思っちゃうこともあるかもしれませんが、あなたのほうから困っている人、もがいている人に「そういうときもあるよ」と励ましてあげてください。恋愛面でも、あなたが好きな人で、もがいている人に「私は大丈夫だと思うよ」とか、そういう根拠のない励ましを送ってあげることも大事になります。,sagittarius
そしてもうひとつ、あなたは今「許す期間」に入ってきています。これについてちゃんと説明させてください。山羊座の特性のひとつって「反省をしすぎること」なのです。つまり、過ぎ去ったことに対しても「今こんなに苦労をするなら、なんであのとき、もうちょっとちゃんとやんなかったんだろう」とか、そうやって過去の過ぎたことに関しても、徹底的に反省し過ぎて悲しくなっちゃったりする場合があります。でも、それに対して「あのときはサボりたかったんだからしょうがないじゃん」と開き直ってほしいのです。「許す」って、それは別に高尚な言葉で向き合うんじゃなくて「しょうがないじゃん」とか「しょうがなかったよ」と言うことなのです。今を許しちゃうこと。「許せない」と思ったことを深追いしないこと。関西弁で「はー、しょうもなー」と言って、ちゃんと前に進んでほしいのです。落ち着きながら。ゆっくりと。恋愛面では「くだらないことで笑い合う」がすごく大事なデトックスになってきます。,capricorn
というのは、ちょっと今週に関してはストレスが溜まる場面が多少、あなたの生活の中に入ってきたりします。水瓶座が疲れを感じるときって、目の前の人に何かを話しているんだけど、「あ、この人全然わかってくれていないな」と、感じてしまったときです。「これが問題なんじゃないですか」とあなたが言っても、「えー、そうかなー。そんなに問題かなぁ」とか言われたりすると、ちょっと両の頬が硬直していくような感じがしたりします。今週は「てめえコンニャロー」と思っていいです。でも、その思いが到来することを「はいはい、わかってましたよ」と言って、あまり深追いしないこと。「深追いしないこと」というのは、具体的には「何で私は」「何でこの人は」と、そうやって失望を深める行動に入ろうとしたら、ストップをかけることなのです。恋愛面では比較的新しく買った洋服を着たり、新しくできたお店とか、新しく行き始めたお店などに行ってみてください。,aquarius
もうひとつ、今週のあなたにお伝えしたいことがあります。それは、今の時期、多少人間関係の亀裂を感じさせられるようなことが起きてくるかもしれません。でも、ちょっとこう考えてほしいのです。あなたはかなりの期間、自分で考え、今年は「自分なりにやっていきたい」と個人行動をしていく順番にあります。だからこそ、「今まで気が合っていた人と距離ができるとか、考え方の違いが出る」って、まぁまぁ当然の出来事なのです。そこにビクついてたら前には進めないですし。もちろん、めちゃくちゃに喧嘩してくださいとか、そういうことは言わないのですが、「あ、どうしよう。何か距離ができちゃったな。合わせなきゃ」とは思わなくていいと思います。今、行動しながら、自分の考えをつくっていっている最中だからこそ、あまり動揺しないで「こういうこともあるか」ぐらいの気持ちで捉えておいてください。恋愛面は急激に近づいて「この人ともっと話したい！」という人が出てきやすいです。もし都合が合えばごはんとか行っちゃってくださいね。,pisces
もうひとつのアドバイスとして、今のあなたはちゃんと不満を溜めておいてほしいのです。「こんなんじゃないですよ」と言ってみたり、今の自分に満足をしない。逆に、今の自分に対して不満だらけのほうが正解だったりします。というのは、あなたは今、自分が積み重ねてきた実力が、もっともっとスピードアップしていくから。以前だったら「これぐらいでいいか」と思ってきたことが、「もうちょっと粘ってみたい」「もっとこうできる」など、そういう、「さらにできる」という確信が出てきているから。そのまままっすぐに前に進んで行ってください。自分がやってきたことをもっと信用しても大丈夫。ただ少しだけ、今の時期は恋愛面も含んで、周りの人間関係に振り回されやすかったりします。「まぁ、この人ならいいか」と笑って許せる人は除いて、ちょっと忙しいことも言っておいて良いと思います。「この人自分のことしか考えていないんだよなぁ」と思う人とは距離を取ってみても大丈夫です。,aries
今週、今の自分が思っている感覚の＋10％だけ、人を信用してみてください。というのは、今のあなたが「期待をしない」というモードで、自分ひとりでコツコツやっていくのはもったいなかったりするからです。＋10％人を信用してみる。今の自分が他人に対して32％ぐらいの信用度だとしたら、全部の場面じゃなくていいです。「よし、ちょっとここから10％上げてみよう」と思ってみるだけでいいです。それで結構自動的に切り替わったりするから。「失望がありそう」「うまくいかないこともありそう」と思うことがあっても、あなたは今、ただ守るだけの場面じゃなくて、攻めて勝ち取っていったほうがいい場面です。頑張ったら、ちゃんと一休みもする。ひとつひとつやってみてください。恋愛面でも慎重になりすぎないほうがいい時期です。,taurus
今のあなたが一番ムカつく感覚って「みんなこうしている」という意見であったり、痛いところに気づこうとしない人たちであったりします。だからこそ、あなた自身も「私も勝手にやらせてもらう」と腹が立ってしまうこともあるかもしれません。今週、とがっていても全然大丈夫なのですが、もし落ち着いて、余裕が出てきたら「私はこうしてほしい」とか、後は信頼できる他人からの意見は聞いてみるようにしてみてください。自分が「あ、この話をするとムキになったり、感情的になってしまってダメだ」と思ったら、まだ頃合いじゃないです。あなたが頑張ってきたこと、あなたがほかの人には気づかれずに貢献してきたことへの疲れが今の時期は出ます。その疲れって、1週間〇〇したら取れるなどそういうものじゃないと思います。だから、本当にお疲れ様でした。あなたがやってきたたからこそ、救われたものってたくさんあります。恋愛面はちょっと距離を取って自分で勝手にやるとか、そういう自分の時間が必要だったりします。,gemini
今週は「3歩進んで2歩下がる」、もしくは「1歩進んで3歩下がる」とか、そういうことの繰り返しだと思ってください。あなたが頑張って、「あ、こういうことに希望が持てそう」と思うところもあれば、失望とか「あーあ」と思うシーンもあったりします。ただ、間違いなく言えることは、今のあなたはもう「蓋（ふた）を開いた」ということなのです。今まで宝箱だと思っていた箱の蓋を開けてみたら、そこにはガラクタが多かったのかもしれないし、宝物があるのかもしれない。いずれにせよ、あなたは今「本当に私が頑張る価値があるものなのかどうか」をかなり厳しく査定しようとしています。今週のあなたは「怖い面」、つまり、蟹座の観察力を発揮していって大丈夫です。恋愛面は今忙しくて手が回らない人も多いです。波乱万丈を起こす相手よりは、安心できる人のほうがありがたいです。,cancer
獅子座が人生で達成していきたい哲学や信念って「本物である」というものです。だからこそ、今の自分が流れに乗ってきている、人気が出てきている、評価を得てきているというときに、まず感じるのは「踊らされているだけなんじゃないか」とか、そういう感じなのです。獅子座は、流行や人気、第一線という立場から微妙にズレていたい。そこで、自分にしかできない光る表現を提供し続けたいと願う人でもあります。でも、今のあなたは恐れずに、今の波に乗り続けてほしいのです。今は、第一線に立ったり、自分のしたいことをやったり、「ちょっと怖いな」と感じることのほうが正解だったりします。恋愛面でもそうなのですが、今、注目を集めるのが少し疲れるとか、評価を上げ続けなければいけないことに疲れたら、少しのんびりとして、緑がある場所になど行ってみてくださいね。,leo
今、「できるかな」と思っていたり、「難しいかもしれない」と思っている物事にこそ、チャレンジする価値があります。いわゆる「安全にまとめる」ということはしなくていいとき。話し合うべきことは話し合い、提案することは提案する。そして、あなたが「やりたい」と思っていることに対しても、それを外に対して伝えていくようなときです。今週、すごくシンプルなのですが、あなたにとって大切になる言葉は「恐れる必要はない。ただやるだけ」です。恐怖や不安は試合の後に置いておくこと。今、すごくいろいろ頑張ってきたことを、ひとつの大切な形に仕上げていくときです。だから、もうひと踏ん張りだけ頑張ってみてください。もちろん、今疲れが溜まっている人は休んだほうがいいです。恋愛面でも引き続きになってしまうのですが、風通しの良いカフェとか、気持ち良く過ごせる場所がラッキースポットになっています。,virgo
今週の目標は「よく頑張って、よく寝る」になります。天秤座って「自分の半径5ｍ以内の環境をとにかくちゃんと自分好みにカスタマイズしておきたい」という願いがあります。自分にとって合わないモノや人には「あ、お引き取りくださいませ」と丁寧に入らないようにする努力をちゃんとするから。なので、今週のように「いろいろ振り回されるようなことが起こる」とすごく神経質になってしまうのです。でも、今はそういう時期です。だから「考えてもしょうがないことは別にいいや。1日を頑張って、それで寝ます。終わり」と、あんまり深く考え込まないで大丈夫ですよ。恋愛面では協力や楽しいお知らせがきやすい時期です。「相手にとって嬉しかったことを、一緒になって笑ってあげる」とか、そういう基本的なことがとても大切になります。,libra
今のあなたは自分にとって大事な問題に向き合おうとしていて、そして、その問題に対して「すごく面倒くさい。逃げたい」と感じることが多かったりします。そしたら、あなたがきちんと力を出すためにこういうイメージをしてみてください。あなたが大好きな人。そして、尊敬する人に「この問題を君に頼みたい」と言われたと想像してみてください。蠍座って、自分の恩人や尊敬する人の願いを必ずかなえていこうとします。不思議と「よし、やってみるか」という力が湧いてくるのです。自分のために力を出すのではなくて、誰か大切な人の願いを聞き入れる。そういう力の使い方をしていくときです。恋愛面に関しても、いろいろと頼まれごとをしたり、頼みごとをしたりすることが多くなってきます。,scorpio
今週の射手座ってすごく真剣勝負です。なので、お化粧とかも自分の気持ちが「キリッ」とする方向に仕上げてみてください。また、服装なども気合いが入る格好をしてください。今週、ちょっと変な言い方になるのですが、あなたの悪い予感が結構当たっていきます。「あ、この人舐めてんな」「このままの方向で行くとすごく良くないな」とか、そういう、悪い気配を感じたら戦ってみてください。射手座の役割って「変に空気を読んで、なあなあな状態でみんなが悪くなっていくよりも、言うべきことは言う。たまに空気を読まないことも必要」という役割を自らに引き受けることなのです。あなたは時々戦士になります。それって誰にもできることではない役割です。そういう射手座って、影で尊敬されていることも多いです。恋愛面でも「これは言っておきたい」とか、そういうことを言ってみてください。空気をちゃんと締めていくときです。,sagittarius
今週、「自分の問題は自分でやっていける」という時期です。そして、その問題に対して必要以上に「私にできるのか」と弱気になってしまったりもします。その理由って、6月も中盤になって、今のあなたは上半期の激動の疲れが出てきたりします。だから、ちょっと体力面が落ちてきていて、立て直しいくようなとき。だから、これは本当にシンプルに健康面からのアドバイスなのですが「考えてもすぐにはどうにもならない問題に対しては、本気で怒りとか寂しさが起きてくる前に、放っておく選択をする」です。できれば、体力を回復させていくために一駅ゆっくり歩いてみたり、スマホと離れる時間も持ってほしいのです。いわゆる、「反・頭でっかち」みたいな感覚を持ってみて。恋愛面では「ちょっと話を通じさせるのが難しいな」と思ったら、こちらも「放っておく」という感覚を持ってみてください。,capricorn
もうひとつ、今週のあなたは戦う体験もします。今までだったら「あ、それでもいいですよ」って言っていたのが、ちょっとだけ、静かにブチ切れていくのです。「いや、それはないでしょう」とか。それは悪いことではないので、「あ、これは言わなきゃ」と思ったことは言ってあげてください。「私のほうもいろいろ言うに値する資料がそろっていない」とは思わずに、コミュニケーションの一環として「言って、戦う」ということも必要になります。もうひとつ、恋愛面でもそうなのですが、今週は付箋に何かを書く感じでいいので「今日はありがとうございました」とか、そうやって直筆で書いて渡したりもしてみてください。今週はちゃんと「あー、もうこれを見ているだけで幸せ」と萌えの時間をつくって、それ以外の時間は喧嘩腰という、メリハリのある時間にしていってくださいませ。,aquarius
今週のキーワードはどうしても「こだわり」になります。いきなり僕の話になるのですが、昨日スーパーに行って「何か甘いもの食べたいなぁ」と思ったのです。そしたら、300円で水まんじゅうが売っていました。300円ってちょっと高いけど、水まんじゅうの下に笹の葉が敷いてあったのです。そこに初夏を感じて買いました。「こだわり」ってそういうことだと思うのです。その会社って、笹の葉のコストをかけるかどうかで会議があったかもしれないのです。今の魚座って、「何かを出す」「自分を表現する」時期であって、自分がどこに美学を持ち、こだわりを持っているかを追求していくとき。恋愛面でもそうなのですが、うんちくみたいにはならないで、自分が好きな場所を誰かに説明できるような言葉を持っているとすごく良かったりします。,pisces
じゃあ「自分がつくってきた、みんな用のキャラ」と、「自分が持っている内面」の違いって何でしょうか? それは、内面の世界のほうって「なんでそんなことやっているの？」とみんなに説明できないほうの部分です。自分自身でも、なぜそれをやっているのかがわからないもの。「何で夕陽の景色が好きなの？」って言われても、説明できなかったりするものだから。あなたには、すごく武装をしている部分と、すごくあどけないところや素の表情を持っている自分がいます。今週、武装をするところは武装をして、「ちょっとこういうことを言うのは恥ずかしいんだけど」とか、そういう素の自分の部分も「ちょっとこの人だったら分かり合えそうだなぁ」と思えた人に言ってみたりもしてください。恋愛面でも「これ、言うの恥ずかしいんだけど」という台詞を言ってみてください。,aries
幸運って、重力として独特の「軽さ」があります。「やってみたら何とかなりそう」とか「面白そう」、そういう軽さが空気としてあるから。なので、今週のあなたは幸運なので、「よし！」という台詞を意図してよく使ってほしいのです。もちろん、どうしようもないときや、めちゃくちゃに元気がないときは使わないで大丈夫ですからね。そしてもうひとつ、5回に1回とかでもいいです。良い波に乗っていくために今週は「他人のせいにすること」は注意してください。牡牛座が「ちっ、あの野郎」と舌打ちをするときってめちゃくちゃ怒っているんですね（笑）。そしたら、「はい、怒りました」と舌打ちの後に思ってみて、それを引きずらないようにしてみてください。恋愛面ではビルやデパート、エスカレーターの上に登ってショッピングをするなど、そうやって「上昇していく」という感覚を持ってみてください。,taurus
今のあなたが見つけている「30㎝ぐらい先にある、近くの集中」を大事にしてみてください。あまり先のことや「あいつ何考えているんだ」とか、そういうことについては考える必要って今はあまりないです。それよりも「もっとどうしたらこれが面白くなるのか」とか、「お茶を飲むときだけは、私はいろいろな喧噪から離れよう」とか、そうやって「少し意識を集中すれば実現できる未来」のほうを大切にしてほしいのです。今週、変な人から変なことを言われたり、変な行動をされたりしても「いやぁ、なるほどー！　そうやってきますかー！」と、少し古めのオーバーリアクションを心の中でしてみてください。傷つく必要なんてないんだから。恋愛面では「どっちがこのケーキを速く食べられるか勝負だ！」とか突然言い出して戸惑わせてみてください。,gemini
今週なんですけど、もしよかったら周りにいる人に対して「あなたはどうしたい？」とか、そういうニュアンスのことをたずねてみてほしいのです。これは「あなたはどうしたいの!?」って、そうやって「相手をただす」という感覚ではやらないで、お父さんとかお母さんがふたつのおもちゃを欲しがっている子どもに向かって「あなたはどうしたいの？」と言ってみるようなイメージで。「誰かから質問されることによって、自分の方向性や答えがわかっていく瞬間」ってあったりします。今週のあなたはちょっとボランティア週間です。だから、他人にいろいろ尋ねてあげて、協力できるところは協力してあげる。蟹座のそういう強いんだけど、ちゃんとやさしさを気まぐれに分けられるところって本当に素敵です。恋愛面でも「どうしたい？」とか、そういうことをやさしくたずねていく時間です。,cancer
不吉な意味で捉えないでいただきたいのですが、今週のあなたの悪い予感は大体当たります（笑）。「あー、この人は『大丈夫』って言っているけど絶対大丈夫じゃないな」とか、そういう予感がバンバン当たっていく。だから別に失望とかしないで、ちょっとだけ「そうなってもいいような」心の準備はしておいてほしいのです。あなたは今、自分自身のお仕事などに対しても、ちゃんとやりきりたいから、「あと1分だけ見直そう」とかそういうことをやっています。楽しむ時間を邪魔されたくないから、危険だとか、不安定だと思ったものに対しては前もってフォローをしておくこと。それは別に「心配をし続けて」と言っているわけではなくて、「あーはいはい、そう思ってました」ぐらいの感覚で軽く流すために。恋愛面では「今一番何食べたい？」とか、そういう、誰かが「じゃあそれやっちゃおうか」と言ったら叶ってしまいそうなことを積極的に雑談してみてください。,leo
僕はどちらかというとこういう言い方をあまり自分で使ったことがなかったのですが、今の乙女座って、人間関係や、今いる環境などもすべて含めて「アップデート」されていくときです。ですから、「全部を選びたい」ってもう難しくなってくる。「どの人にもいい顔をしていく」というのも難しくなっていく。「自分の可能性を広げていくために、今やっている活動のこの部分を絞っていく」とか、そういう選択が必要になってくる頃なのです。そういうときに、NGになってきてしまうのが「いい人であろう」とすること。これは本当に、別に「悪い人になって」と言いたいわけではなくて、「自分がベストのパフォーマンスを発揮していくために、自分で環境を選んでいく行動」をしていくようなときなのです。恋愛面でもある程度自分の主義主張を伝えていったほうがいいとき。,virgo
理想と現実という言葉があります。憧れだった場所とか、人とか、実際に会って近づく過程で、嫌な部分も見えてきたりすることもあります。また、自分自身が理想通りに振る舞えなくてイライラしてしまうこともあります。でも、傷つく距離にまで勇気を出して踏み出してきたあなたって、カッコイイです。怒られたことがない人。他人に失望されたことがない人。自分が強烈に何かに対して不快感を抱いたことがない人。そういう人はある意味ですごく幸せです。でも、実際に体験して切なくなるような思い出がある人って、実際に勇気を出して、失敗も込みで距離を詰めた人だから。だから、今週は現実の中でもがいてください。「いろいろある。でも、やってみたいんだよね」と、そういう気持ちをできれば燃やしてみてください。恋愛面ではぶっちゃけ話が多く飛び出しやすいときです。「〇〇が許せない」とか、そういう美学の話はぜひしてみてください。,libra
「今までの自分のレベルから撤退してみる」って実は結構すごいことで、たとえばなんですけど、Twitterとか実生活でも「議論では誰にも負けない」って人がいたりするじゃないですか。「え、あなたの意見ってここが全然カバーされていないじゃないですか。話にならないですよ」とか。たとえば、そういう人がいらっしゃったとして、そういう人が「ごめん。言い過ぎました」とか言えているときって、本人にとってみたら「撤退」とか「後退」に感じられるかもしれないけど、周りからの好感度と信用度は確実に上がっているのです。徹底的に武装をするんじゃなくて、「もうこういう自分でいなくてもいいかもなぁ」と切るべきものは切って、「ごめんなさい」と「ありがとう」を伝えていく。恋愛面のほうでも「以前よりも気楽でいられることが増えた」と感じられたら、実はそれってすごい成長をしてきたのだと思います。,scorpio
今のあなたがやっていることって「簡単には解決できないこと」です。だからこそ、あなたにとってすごく大切な問題です。今週の射手座に対して言えることって、「既存の、正しい答えはないかもしれない。でも、『よし、悩むぞ』って腹を決めたときから、そこから最良の答えが出てくるし、自分もその答えに納得できるようになっていく」という流れがあります。占いをやっている人間としての回答としては最悪かもしれませんが、今週は悩んで、葛藤して、そして、相談して、話してみて。あなたの道をつくっていくことになっていっています。簡単に手に入ってしまうものは飽きてしまうように、今のあなたはいろいろなことにちゃんと想いを込めている時間です。恋愛面では「この人とごはんとかいったら楽しそう」とか、それが恋愛感情じゃなくても良いから、「重い感じのもの」に付き合い続けるのではなくて、楽しい時間を持つのがいいです。,sagittarius
「自分に正直にあること」。これが今週とても大切な感覚になります。これって別に「嫌なものは全部切り捨ててしまえ」とか、そういう乱暴なことを言ってしまっているわけではないのです。「心が冷めてしまったもの」とか「昔とはちょっともう局面が違う」と感じたものに対して「嫌い」になる前に、「憎しみ」になる前に、つまり、それが不幸の匂いをつけていく前に「私はこうしたい」と、弱々しくてもいいから、伝えていくことなのです。伝えるって、相手に対してもそうだし、自分自身が「あ、そういう決定でやっていきたい」と納得していくためでもあります。恋愛面でも「自分の方針」を改めて大事にしていくとき。少なくとも今の山羊座は「相手に喜んでもらうためだけに頑張る」という時期じゃないです。自分のことも見ていかなきゃいけないです。やってみて。,capricorn
今週、あなたへのアドバイスとしてやってもらいたいことがあって、それはもう「今週の私のラッキーカラーはこれ！」と一色決めてしまうことです。色はお好きなものを選んでいただいていいのですが、一応アドバイスとしては白とか水色がいいかもしれないです。というのは、今週は「1日が終わったら、もうそれで恨みっこなしで寝る！」って、毎日リセットする、リフレッシュするという感覚が大事になるから。「泥のように引きずらない」で、そしてまた次の日に勝負に臨むことこそが重要になります。自分のラッキーカラーを1色決めて、「今日もこれを着て頑張るぞ」って決めてみちゃう。恋愛面は、日中が忙しくなっちゃうから、ちょっとぼーっとする時間も大事になってきます。だから、「この時間帯はちょっと返信が返せない」など、そういう自分のキャラ設定をしておいてもいいかもしれないです。,aquarius
今週は勝負時である人が多いです。「いつもの私で」という平熱でやるのではなくて、ちょっとあなた自身が熱にかかったかのように、雄々しく、そして、猛々しくやっていかなければいけないところがあります。考えなければいけないことも多いし、「このやり方で正しいのか？」と、なかなか答えの出ない課題に対しても向き合っていきます。なので、今週のおすすめは「これ以上考えても無理！」と思ったら、開き直って諦めることや放っておくことも大切になります。あと、おすすめなのが、「よし、これから10秒間自分を解放する」と言ってみて、それで親指と人差し指をただこすり合わせる。そして、その10秒間だけは「ただ指をこすり合わせること」に集中してみる。そういうのがおすすめです。恋愛面では、今他人から何かを言われることに敏感になりすぎてしまう時期でもあるので「いや、じゃあ私も言わせてもらうけど」って喧嘩モードになりすぎないように注意してみてください。,pisces
今のあなたって、「好きと嫌いのパワー」をとてもうまく使っていくことができます。牡羊座の人が人一倍不安になる項目のひとつに「自分がやっていることが、目の前にいる人に届いているのか届いていないのかわからない」という状況があります。評価や感想、嬉しさとか、そういうものが届いているかどうかわからない状態、つまり、レスポンスが乏しい状態で頑張り続けることって、結構キツく感じられてしまう。で、「どうしたら他人にウケるか？」を考えてやるともっと悪循環になってしまうことがあったりします。だから、今週は恋愛面でも「こうする私が好き」と「こうする私は好きじゃない」という、ハッキリとした自分自身に対する好き嫌いを取り戻していってください。あなたは前に立って「好き嫌い」を言って。それがカッコイイ人だから。今、あなたはひとつの大きな「チャレンジ」のサイクルを終えて、次に向かってどうしていこうかを考えているかもしれません。チャレンジとチャレンジの合間にいるのです。熱心に自分がやってきたこと、パワフルに続けてきたことが少しだけ一段落して、今後の方針を考えていくような時期にいます。今週、ちょっとだけで良いのでおすすめなのが、SNSと離れる時間を持ってみるって大事になるかもしれないのです。別に「1日全部やらないで」ということではないです。でも、SNSってその性質上、どうしても「みんなに喜んでもらうような、みんなの目を引くような、ポジティブなこと」を書かなければいけないような空気があります（Twitter以外）。だから、それを見たり、自分で書いたりすることからちょっと離れて「今〇〇しています」という報告から離れる時間が必要であったりします。恋愛面は出さなくていいので「好きな人に向けて手紙を書く」とか、そういう時間がおすすめです。それで色々な自分の今の気持ちとか確認できたりします。,aries
もうひとつ、今週はいろいろなことをあまり真面目には考えずに「ゲームだ」と思って取り組んでみてほしいのです。今週、「急なフリをされること」が増えたりします。「あなたはどう思う？」とか「あなたはどうしていくのが正解だと思う？」とか。それに対して「この人が求める正解って何だろう」と考えこまずに、感じたことを感じたままに言ってもらいたいのです。そういう直観力ってすごく大切になるから。今、「いける！」とか「いきたい！」と思ったことに対しては全力で向かっていっていいときです。勝負を賭けるようなときでもあるし、物事を動かしていくタイミングでもあります。恋愛面では「即答」を心掛けてみてください。「はい、やります」と「あんまり興味ないです」の二択を、5秒間ぐらいで決める勢いでやってみてください。最近「頑張ってみて」系のアドバイスが多くてごめんなさい。一呼吸つくときはついてくださいね。,taurus
